Provider_CCN,is_matched_hospital,Entity_Name,State,Individuals_Affected,Breach_Year,Main_Breach_Type,Main_Location,Business_Associate_Involved
,False,MINNESOTA COMMUNITY CARE,MN,64855.0,2021,Hacking/IT Incident,Network Server,Yes
,False,CANCER CARE CENTER,TN,17809.0,2021,Hacking/IT Incident,Electronic Medical Record (EMR),Yes
,False,ILLINOIS ATTORNEY GENERAL'S OFFICE,IL,501.0,2021,Hacking/IT Incident,Network Server,Yes
,False,FALCON GROUP INTERNATIONAL CORP,NY,1900.0,2021,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,EPIC CARE,CA,9000.0,2021,Hacking/IT Incident,Electronic Medical Record (EMR),Yes
,False,NEIGHBORHOOD HEALTHCARE INC. D/B/A NEIGHBORHOOD FAMILY PRACTICE,OH,6156.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"CARE INNS OF TEXAS, LTD",TX,1300.0,2021,Hacking/IT Incident,Email,Yes
,False,CENTURA HEALTH,CO,738.0,2021,Hacking/IT Incident,Email,No
,False,"ST. CHARLES HEALTH SYSTEM, INC.",OR,4687.0,2021,Hacking/IT Incident,Network Server,Yes
,False,GOLDEN CARE PHARMACY LLC,NJ,5530.0,2021,Unauthorized Access/Disclosure,Network Server,No
,False,HEALTH CARE SERVICE CORP,IL,543.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"REPRODUCTIVE BIOLOGY ASSOCIATES, LLC AND ITS AFFILIATE MY EGG BANK, LLC",GA,38000.0,2021,Hacking/IT Incident,Network Server,No
,False,"LITTLE HILL FOUNDATION FOR THE REHABILITATION OF ALCOHOLICS, INC. D/B/A ALINA LODGE",NJ,2565.0,2021,Hacking/IT Incident,Network Server,Yes
250040,True,SINGING RIVER HEALTH SYSTEM,MS,3543.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"CHARLES E. JONES DDS PC, DBA JONES FAMILY DENTAL",OR,6493.0,2021,Hacking/IT Incident,Network Server,No
,False,REFRESH MENTAL HEALTH D/B/A SPRINGFIELD PSYCHOLOGICAL,PA,948.0,2021,Unauthorized Access/Disclosure,Email,No
,False,UNIVERSITY OF WISCONSIN HOSPITALS AND CLINICS AUTHORITY,WI,4563.0,2021,Hacking/IT Incident,Electronic Medical Record (EMR),No
,False,"JFK MEDICAL ASSOCIATES, PA",NJ,1304.0,2021,Hacking/IT Incident,Network Server,No
,False,PROMINENCE HEALTH PLAN,NV,45380.0,2021,Hacking/IT Incident,Network Server,No
,False,WALMART INC.,AR,14532.0,2021,Loss,Paper Records,No
,False,"EYE CONSULTANTS OF ATLANTA / PIEDMONT SYSTEM AMBULATORY SURGERY CENTER, LLC",GA,2662.0,2021,Improper Disposal,Paper Records,No
,False,"HOSPARUS, INC. DBA CARE GUIDE PARTNERS INC.",KY,1545.0,2021,Hacking/IT Incident,Network Server,Yes
,False,JAWONIO,NY,13313.0,2021,Hacking/IT Incident,Email,No
,False,RENOWN HEALTH,NV,65181.0,2021,Hacking/IT Incident,Network Server,Yes
,False,HAWAII INDEPENDENT PHYSICIANS ASSOCIATION,HI,18770.0,2021,Hacking/IT Incident,Email,Yes
,False,UNITED NEIGHBORHOOD HEALTH SERVICES D/B/A NEIGHBORHOOD HEALTH,TN,1519.0,2021,Hacking/IT Incident,Network Server,Yes
,False,TIBURCIO VASQUEZ HEALTH CENTER INC.,CA,2042.0,2021,Hacking/IT Incident,Network Server,Yes
,False,ABODE SERVICES,CA,4905.0,2021,Hacking/IT Incident,Email,No
,False,"MISSISSIPPI CENTER FOR ADVANCED MEDICINE, PC",MS,8908.0,2021,Hacking/IT Incident,Network Server,No
,False,"SMILE BRANDS, INC.",CA,2592494.0,2021,Hacking/IT Incident,Network Server,Yes
,False,MULTIPLAN,NY,214956.0,2021,Hacking/IT Incident,Email,Yes
,False,AULTMAN HEALTH FOUNDATION,OH,7354.0,2021,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,JOHN MUIR PHYSICIAN NETWORK,CA,1081.0,2021,Unauthorized Access/Disclosure,Email,No
,False,NORTHWESTERN MEMORIAL HEALTHCARE,IL,201197.0,2021,Hacking/IT Incident,Network Server,Yes
,False,PHYSICIANS DIALYSIS,FL,1998.0,2021,Hacking/IT Incident,Network Server,No
,False,CARLE CANCER INSTITUTE NORMAL,IL,8066.0,2021,Hacking/IT Incident,Network Server,Yes
,False,CVS CAREMARK,RI,3064.0,2021,Unauthorized Access/Disclosure,Paper Records,Yes
,False,"THE RECOVERY PROJECT, LLC",MI,1103.0,2021,Hacking/IT Incident,Email,No
,False,"FAIRBANKS CANCER CARE PHYSICIANS, P.C.",AK,2426.0,2021,Hacking/IT Incident,Network Server,Yes
,False,DENTAL CENTER OF WESTPORT GROUP LLC,CT,2175.0,2021,Hacking/IT Incident,Email,No
,False,ANKLE AND FOOT PHYSICIANS AND SURGEONS PLLC,WA,5244.0,2021,Hacking/IT Incident,Network Server,No
,False,"DERMATOLOGY GROUP OF ARKANSAS, PA",AR,1579.0,2021,Hacking/IT Incident,Email,No
,False,PEOPLES COMMUNITY HEALTH CLINIC,IA,40084.0,2021,Hacking/IT Incident,Email,No
,False,PENN FOUNDATION,PA,768.0,2021,Hacking/IT Incident,Network Server,No
,False,"PRACTICEMAX, INC.",AZ,685574.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"FRANCISCO J. PABALAN MD, INC",CA,50000.0,2021,Hacking/IT Incident,Network Server,No
,False,NYC HEALTH + HOSPITALS,NY,43727.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"PROFESSIONAL BUSINESS SYSTEMS, INC., D/B/A PRACTICEFIRST MEDICAL MANAGEMENT SOLUTIONS AND PBS MEDCODE CORP.,",NY,1210688.0,2021,Hacking/IT Incident,Network Server,Yes
,False,FLORIDA BLUE,FL,32749.0,2021,Hacking/IT Incident,Network Server,No
161358,True,WAYNE COUNTY HOSPITAL,IA,2016.0,2021,Hacking/IT Incident,Email,No
,False,"HEARTSHARE WELLNESS, LTD",NY,586.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"ST. VINCENT'S SERVICES, INC. D/B/A HEARTSHARE ST. VINCENT'S SERVICES",NY,1927.0,2021,Hacking/IT Incident,Network Server,Yes
,False,CENTRACARE HEALTH SYSTEM,MN,842.0,2021,Hacking/IT Incident,Network Server,Yes
,False,COOK COUNTY HEALTH,IL,898.0,2021,Unauthorized Access/Disclosure,Paper Records,Yes
,False,"UNIVERSITY OF MARYLAND, BALTIMORE",MD,37263.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"COASTAL FAMILY HEALTH CENTER, INC",MS,65890.0,2021,Hacking/IT Incident,Network Server,No
,False,HOT SPRINGS HEALTH PROGRAM,NC,1984.0,2021,Unauthorized Access/Disclosure,Email,No
,False,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,122308.0,2021,Improper Disposal,Electronic Medical Record (EMR),No
,False,FLORIDA HEART ASSOCIATES,FL,45148.0,2021,Hacking/IT Incident,Network Server,No
,False,TRIANGLE WOMEN'S CENTER,NC,978.0,2021,Unauthorized Access/Disclosure,Email,No
,False,HOPE MEDICAL LLC,GA,500.0,2021,Unauthorized Access/Disclosure,Paper Records,No
,False,LAKE COUNTY HEALTH DEPARTMENT AND COMMUNITY HEALTH CENTER,IL,705.0,2021,Unauthorized Access/Disclosure,Network Server,No
,False,"FOREFRONT DERMATOLOGY, S.C.",WI,2413553.0,2021,Hacking/IT Incident,Network Server,Yes
,False,OSBORN CANCER CARE,WA,4614.0,2021,Hacking/IT Incident,Network Server,Yes
,False,CNA FINANCIAL CORPORATION,IL,5095.0,2021,Hacking/IT Incident,Network Server,No
,False,OSCAR INSURANCE COMPANY OF FLORIDA,FL,516.0,2021,Hacking/IT Incident,Other (Cloud/Portable Media),No
310070,True,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,585.0,2021,Hacking/IT Incident,Network Server,Yes
,False,STARLING PHYSICIANS,CT,2808.0,2021,Hacking/IT Incident,Email,No
,False,"CSI FINANCIAL SERVICES, LLC DBA CLEARBALANCE",CA,3191.0,2021,Hacking/IT Incident,Email,Yes
370215,True,"OKLAHOMA HEART HOSPITAL, LLC",OK,1038.0,2021,Unauthorized Access/Disclosure,Paper Records,No
,False,BAKERSFIELD HEMATOLOGY ONCOLOGY INC.,CA,1286.0,2021,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,KING COUNTY PUBLIC HOSPITAL DISTRICT NO. 2 D/B/A EVERGREENHEALTH,WA,22579.0,2021,Hacking/IT Incident,Network Server,Yes
,False,THE GEORGE WASHINGTON UNIVERSITY MEDICAL FACULTY ASSOCIATES,DC,576.0,2021,Unauthorized Access/Disclosure,Email,No
,False,ON LOK SENIOR HEALTH SERVICES,CA,1643.0,2021,Hacking/IT Incident,Network Server,No
,False,NYSTROM & ASSOCIATES,MN,985.0,2021,Hacking/IT Incident,Email,No
,False,AETNA ACE,CT,8664.0,2021,Hacking/IT Incident,Email,No
,False,"SYNERGIC HEALTHCARE SOLUTIONS, INC. DBA TGH URGENT CARE POWERED BY FAST TRACK",FL,558.0,2021,Theft,Other (Cloud/Portable Media),Yes
,False,CITY OF LINCOLN AGING PARTNERS,NE,1513.0,2021,Hacking/IT Incident,Email,Yes
,False,GUIDEHOUSE,VA,91331.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"DYNAMIC HEALTH CARE, INC.",IL,947.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"CLEANSLATE CENTERS, INC.",TN,890.0,2021,Hacking/IT Incident,Email,No
,False,INTERMOUNTAIN HEALTHCARE,UT,28628.0,2021,Hacking/IT Incident,Network Server,Yes
,False,MCLAREN HEALTH CARE CORPORATION,MI,64600.0,2021,Hacking/IT Incident,Network Server,Yes
,False,SIERRA NEVADA PRIMARY CARE PHYSICIANS,CA,1717.0,2021,Theft,Paper Records,No
,False,ADVOCATE AURORA HEALTH,WI,68707.0,2021,Hacking/IT Incident,Network Server,Yes
361331,True,ADENA FAYETTE MEDICAL CENTER,OH,1389.0,2021,Hacking/IT Incident,Email,No
,False,THE CANCER CENTER OF GREENWOOD LEFLORE HOSPITAL,MS,2714.0,2021,Hacking/IT Incident,Network Server,Yes
,False,THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL SCHOOL OF MEDICINE,NC,2718.0,2021,Hacking/IT Incident,Email,No
,False,SOUTHWEST NEBRASKA PUBLIC HEALTH DEPARTMENT,NE,12968.0,2021,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
,False,THE UNIVERSITY OF NORTH CAROLINA HOSPITALS,NC,8114.0,2021,Hacking/IT Incident,Email,No
,False,YOUTH CONSULTATION SERVICE,NJ,2756.0,2021,Hacking/IT Incident,Network Server,No
,False,"ORLANDO FAMILY PHYSICIANS, LLC",FL,447426.0,2021,Hacking/IT Incident,Email,No
670068,True,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,TX,781.0,2021,Unauthorized Access/Disclosure,Email,No
,False,"STANDARD MODERN COMPANY, INC.",MA,2707.0,2021,Unauthorized Access/Disclosure,Paper Records,Yes
,False,PRESTERA CENTER FOR MENTAL HEALTH SERVICES,WV,2152.0,2021,Hacking/IT Incident,Email,No
,False,"ACADEMIC HEALTHPLANS, INC.",TX,79263.0,2021,Hacking/IT Incident,Email,Yes
,False,NORTH OKLAHOMA COUNTY MENTAL HEALTH CENTER D/B/A NORTHCARE,OK,128556.0,2021,Hacking/IT Incident,Network Server,No
390174,True,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PA,1346.0,2021,Hacking/IT Incident,Network Server,Yes
281343,True,WEST HOLT MEMORIAL HOSPITAL,NE,541.0,2021,Hacking/IT Incident,Email,No
,False,ASCENSION VIA CHRISTI ACE,KS,1977.0,2021,Hacking/IT Incident,Email,Yes
,False,ELECTRICAL WORKERS LOCAL 369,KY,662.0,2021,Hacking/IT Incident,Email,No
,False,MEDI-LYNX CARDIAC MONITORING,TX,1841.0,2021,Hacking/IT Incident,Email,No
,False,MOBILE COUNTY COMMISSION,AL,1337.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"YALE NEW HAVEN HEALTH SERVICES CORPORATION (""YNHHS"")",CT,14603.0,2021,Hacking/IT Incident,Network Server,Yes
,False,NCH CORPORATION,TX,11427.0,2021,Hacking/IT Incident,Network Server,No
,False,"SIPARADIGM, LLC",NJ,1654.0,2021,Unauthorized Access/Disclosure,Network Server,No
,False,HARRIS COUNTY,TX,26000.0,2021,Unauthorized Access/Disclosure,Network Server,No
270012,True,BENEFIS HOSPITALS INC,MT,81043.0,2021,Hacking/IT Incident,Email,No
,False,K&B SURGICAL CENTER LLC,CA,14774.0,2021,Hacking/IT Incident,Network Server,No
,False,"A2Z DIAGNOSTICS, LLC",NJ,35587.0,2021,Hacking/IT Incident,Email,No
,False,"EAU CLAIRE COOPERATIVE HEALTH, INC. DBA COOPERATIVE HEALTH",SC,3755.0,2021,Hacking/IT Incident,Other (Cloud/Portable Media),Yes
,False,UNITEDHEALTH GROUP SINGLE AFFILIATED COVERED ENTITY,MN,774.0,2021,Unauthorized Access/Disclosure,Network Server,No
330078,True,SISTERS OF CHARITY HOSPITAL,NY,10464.0,2021,Hacking/IT Incident,Network Server,Yes
,False,MOUNT ST. MARY'S HOSPITAL,NY,6538.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"WOODS SUPER MARKETS, INC.",MO,785.0,2021,Hacking/IT Incident,Network Server,Yes
,False,RENAISSANCE LIFE & HEALTH INSURANCE COMPANY OF AMERICA,IN,4727.0,2021,Hacking/IT Incident,Network Server,Yes
,False,UF HEALTH CENTRAL FLORIDA,FL,700934.0,2021,Hacking/IT Incident,Network Server,No
,False,VALLEY PHYSICAL MEDICINE & REHABILITATION,AZ,1866.0,2021,Unauthorized Access/Disclosure,Email,No
,False,HOSPICE OF THE PIEDMONT,VA,10682.0,2021,Hacking/IT Incident,Email,No
,False,VISION FOR HOPE,IL,5517.0,2021,Hacking/IT Incident,Email,No
,False,UNM HEALTH,NM,1228093.0,2021,Hacking/IT Incident,Network Server,No
,False,WISCONSIN INSTITUTE OF UROLOGY S.C.,WI,4819.0,2021,Hacking/IT Incident,Email,No
,False,LONG ISLAND JEWISH FOREST HILLS HOSPITAL,NY,10333.0,2021,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,ELECTROMED,MN,47200.0,2021,Hacking/IT Incident,Network Server,No
,False,"ST. JOSEPH'S/CANDLER HEALTH SYSTEM, INC.",GA,1400000.0,2021,Hacking/IT Incident,Network Server,No
,False,"EXPRESS MRI, LLC (NORCROSS)",GA,1707.0,2021,Hacking/IT Incident,Email,Yes
493301,True,CHILDREN'S HOSPITAL OF THE KING'S DAUGHTERS,VA,914.0,2021,Hacking/IT Incident,Email,No
,False,WASTE MANAGEMENT HEALTH AND WELFARE BENEFITS PLAN,TX,922.0,2021,Hacking/IT Incident,Network Server,No
,False,"FRISCO FERTILITY CENTER, PLLC DBA DALLAS IVF",TX,552.0,2021,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,NORTH COUNTRY HEALTHCARE,NH,3550.0,2021,Hacking/IT Incident,Network Server,Yes
,False,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,NV,1300000.0,2021,Hacking/IT Incident,Network Server,No
,False,"FAIRFAX MEDICAL FACILITIES, INC.",OK,4970.0,2021,Hacking/IT Incident,Email,No
,False,MCCOY CONSULTING SERVICES LLC,WV,5665.0,2021,Hacking/IT Incident,Email,Yes
,False,"ALLUMA, INC",MN,4642.0,2021,Unauthorized Access/Disclosure,Paper Records,No
,False,METRO INFECTIOUS DISEASE CONSULTANTS,IL,171740.0,2021,Hacking/IT Incident,Email,No
,False,TEXOMA COMMUNITY CENTER,TX,24021.0,2021,Hacking/IT Incident,Email,No
,False,UTMP SURGICAL ONCOLOGY,TN,1310.0,2021,Unauthorized Access/Disclosure,Paper Records,No
,False,NASHUA REGIONAL CANCER CENTER DBA RADIATION CENTER OF GREATER NASHUA,NH,520.0,2021,Hacking/IT Incident,Network Server,Yes
,False,NOVA BIOMEDICAL CORPORATION,MA,3774.0,2021,Hacking/IT Incident,Network Server,No
,False,"CENTRAL UTAH CLINIC, P.C. DBA REVERE HEALTH",UT,12433.0,2021,Hacking/IT Incident,Email,No
,False,SOUTH FLORIDA COMMUNITY CARE NETWORK LLC D/B/A COMMUNITY CARE PLAN,FL,48344.0,2021,Unauthorized Access/Disclosure,Email,No
,False,GREGORY P. VANNUCCI DDS,IA,26144.0,2021,Hacking/IT Incident,Network Server,No
,False,CAREPOINTE ENT,IN,48742.0,2021,Hacking/IT Incident,Network Server,No
,False,"DENTON COUNTY, TEXAS",TX,326417.0,2021,Unauthorized Access/Disclosure,Network Server,No
,False,THE WEDGE MEDICAL CENTER,PA,25491.0,2021,Hacking/IT Incident,Network Server,No
,False,MEDICAL BUSINESS MANAGEMENT,AL,1750.0,2021,Hacking/IT Incident,Network Server,Yes
,False,LIFELONG MEDICAL CARE,CA,115448.0,2021,Hacking/IT Incident,Network Server,Yes
,False,SAN ANDREAS REGIONAL CENTER,CA,57244.0,2021,Hacking/IT Incident,Network Server,Yes
,False,FAMILY MEDICAL CENTER OF MICHIGAN,MI,21988.0,2021,Hacking/IT Incident,Network Server,No
,False,"CAREATC, INC.",OK,98774.0,2021,Hacking/IT Incident,Email,No
,False,BEAUMONT HEALTH,MI,1568.0,2021,Hacking/IT Incident,Network Server,Yes
,False,EASTERSEALS DELAWARE & MARYLAND'S EASTERN SHORE,DE,15208.0,2021,Hacking/IT Incident,Email,No
,False,"HEALTHPOINTE MEDICAL GROUP, INC.",CA,11000.0,2021,Hacking/IT Incident,Network Server,No
,False,QUEEN CREEK MEDICAL CENTER D/B/A DESERT WELLS FAMILY MEDICINE,AZ,35000.0,2021,Hacking/IT Incident,Network Server,No
,False,"IJAOLA, LLC D/B/A MERCY GRACE PRIVATE PRACTICE",AZ,4450.0,2021,Hacking/IT Incident,Email,No
,False,THOMAS EYE GROUP,GA,33994.0,2021,Unauthorized Access/Disclosure,Network Server,No
,False,"DUPAGE MEDICAL GROUP, LTD.",IL,655384.0,2021,Hacking/IT Incident,Network Server,No
,False,LAKESHORE DENTAL,WI,2000.0,2021,Unauthorized Access/Disclosure,Network Server,Yes
,False,"SEQUOIA CONCEPTS, INC.",CA,2230.0,2021,Hacking/IT Incident,Network Server,Yes
,False,CALIFORNIA DEPARTMENT OF STATE HOSPITALS - COALINGA,CA,1738.0,2021,Unauthorized Access/Disclosure,Email,No
,False,"USV OPTICAL, INC.",NJ,412565.0,2021,Hacking/IT Incident,Network Server,No
,False,"ADEC, INC.",IN,1999.0,2021,Hacking/IT Incident,Email,No
,False,"EASTERN CONNECTICUT PATHOLOGY CONSULTANTS, P.C.",CT,5978.0,2021,Hacking/IT Incident,Email,Yes
,False,"ASARCO HEALTH, DENTAL, VISION, FLEXIBLE SPENDING, NON-UNION EMPLOYEE BENEFITS, AND RETIREE MEDICAL PLANS",AZ,28000.0,2021,Hacking/IT Incident,Network Server,No
,False,"RESOURCE ANESTHESIOLOGY ASSOCIATION OF CALIFORNIA, A MEDICAL CORPORATION",CA,2700.0,2021,Theft,Physical Device (Workstation/Laptop),No
,False,"RADIOLOGY ASSOCIATES OF ALBUQUERQUE, PA",NM,616211.0,2021,Hacking/IT Incident,Network Server,No
,False,"PATHOLOGY CONSULTANTS OF NEW LONDON, P.C.",CT,835.0,2021,Hacking/IT Incident,Email,Yes
,False,"HBP FINANCIAL SERVICES GROUP, LTD",CT,2238.0,2021,Hacking/IT Incident,Email,Yes
,False,CITY OF JOPLIN,MO,2494.0,2021,Hacking/IT Incident,Network Server,No
,False,"VISTA RADIOLOGY, P.C.",TN,3664.0,2021,Hacking/IT Incident,Network Server,No
,False,CVS PHARMACY,RI,826.0,2021,Theft,Paper Records,No
,False,"CENTRAL TEXAS MEDICAL SPECIALISTS, PLLC DBA AUSTIN CANCER CENTERS",TX,36503.0,2021,Hacking/IT Incident,Network Server,No
,False,"REHABILITATION SUPPORT SERVICES, INC.",NY,23907.0,2021,Hacking/IT Incident,Network Server,No
,False,TALBERT HOUSE,OH,304000.0,2021,Hacking/IT Incident,Network Server,No
,False,CONSUMER DIRECT CARE NETWORK ARIZONA,AZ,504.0,2021,Hacking/IT Incident,Email,No
,False,EASTERN LOS ANGELES REGIONAL CENTER,CA,5441.0,2021,Hacking/IT Incident,Email,Yes
,False,BUDDHIST TZU CHI MEDICAL FOUNDATION,CA,18968.0,2021,Hacking/IT Incident,Network Server,No
,False,ABEO SOLUTIONS INC. D/B/A CRYSTAL PRACTICE MANAGEMENT,TX,21112.0,2021,Hacking/IT Incident,Network Server,Yes
,False,INDIAN CREEK FOUNDATION,PA,2405.0,2021,Hacking/IT Incident,Network Server,No
,False,SIMON EYE MANAGEMENT,DE,144780.0,2021,Hacking/IT Incident,Email,No
,False,MULTNOMAH COUNTY,OR,709.0,2021,Theft,Paper Records,No
,False,DIRECTIONS FOR LIVING,FL,19494.0,2021,Hacking/IT Incident,Network Server,No
,False,SAMARITAN CENTER OF PUGET SOUND,WA,20866.0,2021,Theft,Network Server,No
,False,MANKATO CLINIC,MN,535.0,2021,Unauthorized Access/Disclosure,Email,No
,False,"HORIZON HOUSE, INC.",PA,27823.0,2021,Hacking/IT Incident,Network Server,No
,False,GEORGIA DEPARTMENT OF HUMAN SERVICES,GA,15938.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"WELFARE & PENSION ADMINISTRATION SERVICE, INC.",WA,194674.0,2021,Hacking/IT Incident,Network Server,No
,False,FAMOUS ENTERPRISES INC. EMPLOYEE BENEFIT PLAN,OH,528.0,2021,Hacking/IT Incident,Network Server,No
,False,"ORLICK & KASPER, MDS, PA",FL,30000.0,2021,Theft,Physical Device (Workstation/Laptop),No
,False,ILLINOIS DEPARTMENT OF HUMAN SERVICES AND ILLINOIS DEPARTMENT OF HEALTHCARE AND FAMILY SERVICES,IL,1960.0,2021,Hacking/IT Incident,Network Server,No
,False,"MCALLEN SURGICAL SPECIALTY CENTER, LTD.",TX,29227.0,2021,Hacking/IT Incident,Network Server,No
,False,GYN EMERGENT CARE CENTER,CA,5080.0,2021,Loss,Paper Records,No
,False,CEREBRAL MEDICAL GROUP,FL,875.0,2021,Unauthorized Access/Disclosure,Network Server,No
,False,AETNA ACE,CT,1011.0,2021,Hacking/IT Incident,Email,Yes
,False,STATE OF ALASKA DEPARTMENT OF HEALTH & SOCIAL SERVICES,AK,500000.0,2021,Hacking/IT Incident,Network Server,No
,False,ELIZABETH ORTOF MD,NY,5000.0,2021,Theft,Physical Device (Workstation/Laptop),No
,False,"DIGITAL INSURANCE, LLC DOING BUSINESS AS ONEDIGITAL",GA,895.0,2021,Hacking/IT Incident,Network Server,No
,False,GRIFFITH ENERGY SERVICES INC. WELFARE BENEFIT PLAN,MD,2693.0,2021,Hacking/IT Incident,Network Server,No
,False,ZENITH AMERICAN SOLUTIONS,WA,1907.0,2021,Unauthorized Access/Disclosure,Paper Records,Yes
,False,THE MENNINGER CLINIC,TX,1365.0,2021,Hacking/IT Incident,Email,No
,False,EPILEPSY FOUNDATION OF TEXAS,TX,2824.0,2021,Hacking/IT Incident,Email,No
,False,"NAVISTAR, INC. HEALTH PLAN AND THE NAVISTAR, INC. RETIREE HEALTH BENEFIT AND LIFE INSURANCE PLAN",IL,49000.0,2021,Hacking/IT Incident,Network Server,No
,False,"LAKEWOOD MANOR BAPTIST RETIREMENT COMMUNITY, INC. D/B/A LAKEWOOD",VA,1205.0,2021,Hacking/IT Incident,Email,No
,False,HUMANA INC,KY,948.0,2021,Unauthorized Access/Disclosure,Paper Records,Yes
,False,PREMIER MANAGEMENT COMPANY,TX,37636.0,2021,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),No
,False,"PROFESSIONAL DENTAL ALLIANCE OF FLORIDA, LLC",PA,18626.0,2021,Hacking/IT Incident,Email,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF GEORGIA, PLLC",PA,23974.0,2021,Hacking/IT Incident,Email,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF ILLINOIS, PLLC",PA,16673.0,2021,Hacking/IT Incident,Email,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF MICHIGAN, PLLC",PA,26054.0,2021,Hacking/IT Incident,Email,No
,False,"PROFESSIONAL DENTAL ALLIANCE, LLC",PA,47173.0,2021,Unauthorized Access/Disclosure,Email,No
,False,"NADG HOPEWELL, INC.",PA,1143.0,2021,Hacking/IT Incident,Email,No
,False,PROFESSIONAL DENTAL ALLIANCE OF MASSACHUSETTS,PA,607.0,2021,Hacking/IT Incident,Email,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF CONNECTICUT, PLLC",PA,6237.0,2021,Hacking/IT Incident,Email,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF TENNESSEE, LLC",PA,11217.0,2021,Hacking/IT Incident,Email,No
,False,OSF HEALTHCARE SYSTEM,IL,53907.0,2021,Hacking/IT Incident,Network Server,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF NEW YORK, PLLC",PA,10778.0,2021,Hacking/IT Incident,Email,No
150024,True,ESKENAZI HEALTH,IN,1515918.0,2021,Hacking/IT Incident,Network Server,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF TEXAS, PLLC",PA,4235.0,2021,Hacking/IT Incident,Email,No
,False,"PROFESSIONAL DENTAL ALLIANCE OF INDIANA, PLLC",PA,7359.0,2021,Hacking/IT Incident,Email,No
,False,ROCKBRIDGE AREA COMMUNITY SERVICES BOARD,VA,2000.0,2021,Hacking/IT Incident,Network Server,No
,False,WIRT COUNTY HEALTH SERVICES ASSOCIATION D/B/A COPLIN HEALTH SYSTEMS,WV,2643.0,2021,Unauthorized Access/Disclosure,Paper Records,No
,False,DRS. KELLEY & MCDOWELL PA,SC,6204.0,2021,Hacking/IT Incident,Network Server,Yes
,False,CARTERET HEALTH CARE,NC,1235.0,2021,Theft,Paper Records,No
,False,JDC HEALTHCARE MANAGEMENT LLC,TX,1077635.0,2021,Hacking/IT Incident,Network Server,No
,False,"SENIOR LIVING, LLC AND PILGRIM RIVER, LLC",NJ,3952.0,2021,Hacking/IT Incident,Network Server,No
,False,"REPROSOURCE FERTILITY DIAGNOSTICS, INC.",MA,253774.0,2021,Hacking/IT Incident,Network Server,No
,False,NORTH EAST OHIO NETWORK,OH,3555.0,2021,Hacking/IT Incident,Email,No
,False,INDEPENDENT HEALTH CORPORATION,NY,541.0,2021,Unauthorized Access/Disclosure,Email,Yes
,False,UNIVERSITY HOSPITAL,NJ,9329.0,2021,Unauthorized Access/Disclosure,Electronic Medical Record (EMR),No
,False,HUMANA INC,KY,4424.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"CLINICAL PATHOLOGY DIAGNOSTICS, LLC",CT,2500.0,2021,Hacking/IT Incident,Email,Yes
,False,ORANGE COUNTY HEALTH AUTHORITY,CA,4732.0,2021,Unauthorized Access/Disclosure,Paper Records,No
,False,JACKSON COUNTY HEALTH DEPARTMENT,IL,1000.0,2021,Unauthorized Access/Disclosure,Email,No
,False,"SYRACUSE ASC, LLC",NY,24891.0,2021,Hacking/IT Incident,Network Server,No
,False,ANTHEM INC.,IN,2023.0,2021,Hacking/IT Incident,Network Server,Yes
,False,"UMASS MEMORIAL HEALTH CARE, INC.",MA,209048.0,2021,Hacking/IT Incident,Email,Yes
,False,"LIMEADE, INC.",WA,2287.0,2021,Unauthorized Access/Disclosure,Physical Device (Workstation/Laptop),Yes
,False,FAMILY OF WOODSTOCK,NY,8214.0,2021,Hacking/IT Incident,Network Server,No
